url,domain
/web/20210102002138/https://www.epa.gov/aboutepa/senior-epa-leadership,epa.gov
/web/20210102000307/https://www.noaa.gov/noaa-50th-home,noaa.gov
/web/20210102002138/https://www.epa.gov/enforcement,epa.gov
/web/20210102002138/https://www.epa.gov/planandbudget,epa.gov
/web/20210102002138/https://www.epa.gov/superfund,epa.gov
/web/20210102002138/https://www.epa.gov/accessibility,epa.gov
https://epa.gov/,epa.gov
/web/20210102002138/https://www.epa.gov/office-inspector-general/about-epas-office-inspector-general,epa.gov
/web/20210102002138/https://www.epa.gov/lep/arabic,epa.gov
http://epa.gov/,epa.gov
/web/20210102002138/https://www.epa.gov/lep/tagalog,epa.gov
/web/20210102002138/https://www.epa.gov/pesticides,epa.gov
/web/20210102002138/https://www.epa.gov/aboutepa/regional-and-geographic-offices,epa.gov
/web/20210102002138/https://www.epa.gov/environmental-topics/science-topics,epa.gov
/web/20210102002138/https://www.epa.gov/newsroom/email-subscriptions-epa-news-releases,epa.gov
/web/20210102002138/https://www.epa.gov/newsreleases/epa-celebrates-50-year-progress-dedicates-conference-center-first-administrator,epa.gov
/web/20210102002138/https://www.epa.gov/languages/traditional-chinese,epa.gov
/web/20210102000307/https://www.noaa.gov/disclaimer,noaa.gov
/web/20210102000307/https://www.noaa.gov/sanctuaries,noaa.gov
/web/20210102002138/https://www.epa.gov/foia,epa.gov
/web/20210102002138/https://www.epa.gov/environmental-topics/air-topics,epa.gov
/web/20210102002138/https://www.epa.gov/environmental-topics/water-topics,epa.gov
/web/20210102002138/https://www.epa.gov/open,epa.gov
/web/20210102000307/https://www.noaa.gov/news-features,noaa.gov
/web/20210102002138/https://www.epa.gov/topics-epa-web,epa.gov
/web/20210102000307/https://www.noaa.gov/organization/budget-finance-performance,noaa.gov
/web/20210102000307/https://www.noaa.gov/news/noaa-and-usaid-join-forces-to-help-nations-combat-illegal-fishing-practices,noaa.gov
/web/20210102002138/https://www.epa.gov/lep/koronavirus-2019-covid-19,epa.gov
/web/20210102002138/https://www.epa.gov/pfas,epa.gov
https://web.archive.org/web/20210102002138/http://espanol.epa.gov/,epa.gov
/web/20210102002138/https://www.epa.gov/home/frequent-questions-specific-epa-programstopics,epa.gov
/web/20210102000307/https://www.noaa.gov/organization/inclusion-and-civil-rights/no-fear-act,noaa.gov
/web/20210102000307/https://www.noaa.gov/educational-resources,noaa.gov
/web/20210102000307/https://www.noaa.gov/contact-us,noaa.gov
https://web.archive.org/web/20210102002138/https://www.facebook.com/sharer.php?u=https://www.epa.gov/home&t=home,epa.gov
/web/20210102002138/https://www.epa.gov/wifia,epa.gov
/web/20210102002138/https://www.epa.gov/lep/benh-coronavirus-2019-covid-19,epa.gov
/web/20210102002138/https://www.epa.gov/bedbugs,epa.gov
/web/20210102000307/https://www.noaa.gov/need-help,noaa.gov
/web/20210102002138/https://www.epa.gov/home/forms/contact-epa,epa.gov
https://web.archive.org/web/20210102000307/http://www.cio.noaa.gov/services_programs/info_quality.html,noaa.gov
/web/20210102002138/https://www.epa.gov/enforcement/data-and-results,epa.gov
/web/20210102002138/https://www.epa.gov/coronavirus,epa.gov
/web/20210102002138/https://www.epa.gov/regulatory-information-sector,epa.gov
/web/20210102002138/https://www.epa.gov/50,epa.gov
https://web.archive.org/web/20210102002138/https://espanol.epa.gov/espanol/enfermedad-del-coronavirus-2019-covid-19,epa.gov
https://www3.epa.gov/,epa.gov
/web/20210102002138/https://www.epa.gov/aboutepa/research-centers-programs-and-science-advisory-organizations,epa.gov
/web/20210102002138/https://www.epa.gov/lep/haitian-creole,epa.gov
/web/20210102000307/https://www.noaa.gov/research,noaa.gov
/web/20210102002138/https://www.epa.gov/lep/portugese-covid19,epa.gov
/web/20210102002138/https://www.epa.gov/regulatory-information-topic,epa.gov
/web/20210102000307/https://www.noaa.gov/stay-connected,noaa.gov
/web/20210102002138/https://www.epa.gov/laws-regulations/regulations,epa.gov
/web/20210102002138/https://www.epa.gov/compliance,epa.gov
/web/20210102000307/https://www.noaa.gov/climate,noaa.gov
/web/20210102002138/https://www.epa.gov/lep/traditional-chinese-covid19,epa.gov
/web/20210102002138/https://www.epa.gov/lead,epa.gov
/web/20210102000307/https://www.noaa.gov/guidance,noaa.gov
/web/20210102002138/https://www.epa.gov/research-states,epa.gov
/web/20210102002138/https://www.epa.gov/laws-regulations,epa.gov
http://www.epa.gov/,epa.gov
/web/20210102000307/https://www.noaa.gov/marine-aviation,noaa.gov
/web/20210102002138/https://www.epa.gov/aboutepa/notice-regarding-hard-copy-submissions-epa-during-covid-19-national-emergency,epa.gov
https://web.archive.org/web/20210102002138/mailto:%20?subject=Shared%20from%20the%20US%20EPA:%20home&body=home%20-%20https://www.epa.gov/home,epa.gov
/web/20210102000307/https://www.noaa.gov/weather,noaa.gov
/web/20210102002138/https://www.epa.gov/newsroom,epa.gov
/web/20210102002138/https://www.epa.gov/lep/russian,epa.gov
/web/20210102002138/https://www.epa.gov/environmental-topics/z-index,epa.gov
/web/20210102002138/https://www.epa.gov/guidance,epa.gov
/web/20210102002138/https://www.epa.gov/lep/saude-e-informacoes-ambientais-em-portugues,epa.gov
https://www.noaa.gov/,noaa.gov
/web/20210102002138/https://www.epa.gov/environmental-topics/chemicals-and-toxics-topics,epa.gov
/web/20210102002138/https://www.epa.gov/newsroom/epa-year-review-2019,epa.gov
https://web.archive.org/web/20210102000307/https://oceanservice.noaa.gov/kids/,noaa.gov
/web/20210102002138/https://www.epa.gov/environmental-topics/location-specific-environmental-information,epa.gov
/web/20210102002138/https://www.epa.gov/lep/korean-covid19,epa.gov
/web/20210102000307/https://www.noaa.gov/stories/3-ways-satellites-connect-scientists-with-ocean-life,noaa.gov
/web/20210102002138/https://www.epa.gov/environmental-topics,epa.gov
/web/20210102002138/https://www.epa.gov/assessing-and-managing-chemicals-under-tsca/frank-r-lautenberg-chemical-safety-21st-century-act-4,epa.gov
/web/20210102002138/https://www.epa.gov/brownfields,epa.gov
/web/20210102002138/https://www.epa.gov/environmental-topics/greener-living,epa.gov
/web/20210102002138/https://www.epa.gov/ocr/whistleblower-protections-epa-and-how-they-relate-non-disclosure-agreements-signed-epa-employees,epa.gov
https://web.archive.org/web/20210102000307/http://www.homelandsecurity.noaa.gov/,noaa.gov
/web/20210102000307/https://www.noaa.gov/satellite-imagery-reports-launch-information,noaa.gov
/web/20210102002138/https://www.epa.gov/newsreleases/epa-issues-stronger-lead-regulations-protect-childrens-health-0,epa.gov
/web/20210102002138/https://www.epa.gov/environmental-topics/health-topics,epa.gov
/web/20210102002138/https://www.epa.gov/home/epa-hotlines,epa.gov
/web/20210102002138/https://www.epa.gov/acidrain,epa.gov
/web/20210102000307/https://www.noaa.gov/ocean-and-coastal-tools-sanctuary-permits-charts-and-images,noaa.gov
/web/20210102002138/https://www.epa.gov/environmental-topics/land-waste-and-cleanup-topics,epa.gov
/web/20210102002138/https://www.epa.gov/aboutepa/epas-administrator,epa.gov
/web/20210102002138/https://www.epa.gov/languages/simplified-chinese,epa.gov
/web/20210102000307/https://www.noaa.gov/charting,noaa.gov
/web/20210102002138/https://www.epa.gov/lep/tagalog-covid19,epa.gov
https://web.archive.org/web/20210102002138/https://twitter.com/intent/tweet?original_referer=https://www.epa.gov/home&text=home&url=https://www.epa.gov/home&via=EPA&count=none&lang=en,epa.gov
/web/20210102000307/https://www.noaa.gov/weather-and-climate-resources,noaa.gov
/web/20210102002138/https://www.epa.gov/coronavirus/guidance-cleaning-and-disinfecting-public-spaces-workplaces-businesses-schools-and-homes,epa.gov
/web/20210102002138/https://www.epa.gov/e-enterprise,epa.gov
/web/20210102000307/https://www.noaa.gov/satellites,noaa.gov
/web/20210102002138/https://www.epa.gov/smartsectors,epa.gov
/web/20210102000307/https://www.noaa.gov/budget-grants-and-corporate-services,noaa.gov
/web/20210102002138/https://www.epa.gov/home/exit-epa,epa.gov
/web/20210102002138/https://www.epa.gov/ground-water-and-drinking-water/basic-information-about-your-drinking-water,epa.gov
/web/20210102002138/https://www.epa.gov/laws-regulations/laws-and-executive-orders,epa.gov
/web/20210102000307/https://www.noaa.gov/stories/get-your-snowstorm-smarts-on-8-forecast-tools-to-use-winter,noaa.gov
